video,chunk_id,text,start_time,end_time
lecture1,116," We also have the or operator.  With the or operator, if at least one of these Boolean expressions  returns true, then the result of this entire expression  will be true.  To demonstrate this, I'm going to change price to 5.",1786.84,1801.92
lecture1,117," Let's see how Python is going to execute this code.  So first, it's going to look at this Boolean expression.  Is price greater than 10?  No, it's not.  So it will keep going.",1801.92,1811.8
lecture1,118, Then it will look at the second Boolean expression.  Is price less than 30?  It sure is.  So the result of this entire expression  will be true.,1811.8,1819.8
lecture1,119," Take a look.  There you go.  We also have the not operator, which basically  inverses any values that you give it.  Let me show you.",1819.8,1828.84
lecture1,120," So we're going to have one Boolean expression,  price greater than 10.  The result of this expression is false.  Now, if you apply the not operator,  this will inverse false to true.",1828.84,1842.64
lecture1,121," So when we run the program, we get true.  So let's quickly recap.  In Python, we have three logical operators.  We have logical and which returns true.  If both expressions return true, we have logical or which",1842.64,1856.88
lecture1,122," returns true, if at least one expression returns true.  And we have not which inverses any value that we give it.  In this tutorial, we're going to talk about if statements  in Python.  We use if statements to make decisions in our programs.",1856.88,1876.88
lecture1,123," For example, we can declare a variable called temperature.  And depending on the value of this variable,  we can print different messages on the terminal.  Let me show you.  So here's our temperature variable.",1876.88,1887.84
lecture1,124," We set it to 35.  Now, let's say if temperature is greater than 30,  we want to print a message saying it's a hot day.  So we type if then we type a condition.  And this is where we use our comparison operators.",1887.84,1902.28
lecture1,125," So we type temperature greater than 30.  Then, so we have a colon and see what happens when  it press Enter now.  The character is indented.  And this represents a block of code.",1902.28,1915.8
lecture1,126," So the code that we write over here  will be executed if this condition is true.  Otherwise, it's not going to be executed.  Let me show you.  So we're going to print.",1915.8,1926.8
lecture1,127," It's a hot day.  And by the way, note that here, I've  surrounded the string with double quotes.  Because here we have a single quote as an apostrophe.  So I couldn't declare a string like this with single quotes.",1926.8,1940.08
lecture1,128," If I typed, it's a hot day, look, Python gets confused.  Because it thinks this single code represents the end  of our string.  So it doesn't recognize the subsequent characters.  So that's why we use double quotes here.",1940.08,1956.76
lecture1,129," So we can have an apostrophe in our string.  So it's a hot day.  Now, if I press Enter again, the character is indented.  So the code that we write here will be part of our if block.  And it will get executed if this condition is true.",1956.76,1971.8
lecture1,130," So here we can print a second message, drink plenty of water.  Now to determine that this block, we press Enter,  and then press Shift and Tab.  The character is no longer indented.  So the code that we write here will always",1971.8,1987.52
lecture1,131," get executed no matter what, whether this condition is true  or not.  Now, in C-based programming languages, like C++, C-sharp, Java,  and JavaScript, we represent a block of code using curly braces.  So you start a block of code using a left brace",1987.52,2004.76
lecture1,132," and then end it using a right brace.  In Python, we don't have curly braces.  So we use indentation to represent a block of code.  So in this case, these two lines are indented,  and that means they are part of this block of code.",2004.76,2021.16
lecture1,133," Now, let's run the program and see what happens.  So we see these two messages because the temperature  is greater than 30.  Now, if I change the temperature to 25  and run the program again, we don't see anything.",2021.16,2037.16
lecture1,134," Now, after this block, let's print done.  Because this code is not indented,  it will always get executed.  It's not part of our if block, OK?  So take a look.",2037.2,2049.44
lecture1,135," Here's the done message.  Now, let's add a second condition.  So if temperature is not greater than 30,  that means it's less than or equal to 30.  So I'm going to add a second condition.",2049.44,2063.48
lecture1,136," So if the temperature is between 20 and 30,  I want to print. It's a nice day.  So here we type L if, that is short for L's if,  and here we type a second condition.  So temperature greater than 20.",2063.48,2079.64
lecture1,137," We add a colon, presenter.  Now we have a new block.  So here we can print.  It's a nice day.  So if this condition is true, that means the temperature",2079.64,2092.32
lecture1,138," is greater than 20, and less than or equal to 30.  Now, what we have here is called a comment.  That is why it's grayed out.  It's not real code.  It's just some note that we add to our program.",2092.32,2103.7200000000003
lecture1,139," Python is not going to execute this.  So whenever we type a pound sign,  what we have after is treated as a comment, OK?  So if this condition is true,  then we're going to see this message on the terminal.",2103.7200000000003,2116.36
lecture1,140, Let's run our program and verify this.  There you go.  The temperature is 25.  That's why we see this message.  Now we can have as many conditions as we want.,2116.36,2126.2000000000003
lecture1,141," There are no limitations, OK?  So let's add another condition.  L if temperature is greater than 10,  then we're going to print.  It's a bit cold.",2126.2000000000003,2139.56
lecture1,142," Now in this case, if this condition is true,  that means the temperature is greater than 10  and less than or equal to 20.  Now finally, if the temperature is less than 10,  let's print a message saying it's a cold day.",2139.56,2153.28
lecture1,143," So here we type else, then we add a colon,  and now we have a new block.  So this code will get executed if none of the above conditions  are true.  So here we can print.",2153.28,2168.08
lecture1,144, It's called.  So this is how we use if statements  to make decisions in our programs.  Here's a great exercise for you to practice what you have learned so far.  I want you to write a weight converter program like this.,2168.08,2187.32
lecture1,145," So this program is asking me my weight.  I enter 170.  Next, it's asking me if the weight is in kilograms or pounds.  So I can type K for kilograms or L for pounds.  I can type L or an upper case L.",2187.32,2202.6
lecture1,146, It doesn't matter.  So let's go with a lower case L.  Now it tells me weight in kilogram is 76.5.  So go ahead and spend five minutes on this exercise.  You can use the comment box below to share your code with others.,2202.6,2217.24
lecture1,147," And then when you're done, come back to my solution.  So first we call our input function to ask the first question.  Weight.  We get the result and store it in a variable called weight.  Next we call the input function one more time to ask the second question.",2217.24,2236.64
lecture1,148, Is this in kilogram or pounds?  We get the result and store it in a variable called unit.  This is where we're going to use an if statement.  So we want to check to see if unit equals K.  Then we should convert the weight to pounds and print it on a terminal.,2236.64,2258.2000000000003
lecture1,149," However, with this code, if I type L or a case K,  this condition is not going to be true because earlier I told you that Python is a case sensitive  language.  So we need to convert this string to upper case.  Earlier we talked about string methods.",2258.2000000000003,2273.84
lecture1,150," So if you type dot, we can see all the functions or methods available in a string object.  So we use the upper method and this returns a new string in upper case.  Now if this condition is true, first we need to convert the weight to pounds.  So we declare a new variable called converted, get the weight and divide it by 0.45.  And then we can print this on a terminal.",2273.84,2300.0
lecture1,151," So we say weight in pounds is then we append converted.  Now to terminate this block, we press shift and tap else colon.  So if this condition is not true, that means the weight was entered in pounds.  So we need to convert it to kilograms.  Once again, we declare a variable converted and set it to weight times 0.45.",2300.0,2328.08
lecture1,152," And then we print weight in kilograms.  And here we concatenate this string with converted.  All right, now we need to terminate this block.  So we press enter then shift and tap good.  Now if you run this program, we're going to see an error.",2328.08,2345.0
lecture1,153," Let me show you.  So let's run it.  Here I'm going to enter 170.  Then I type at lower case L. Okay, here's an error.  Can't multiply sequence by non-ant of type float.",2345.0,2359.52
lecture1,154," So this is where we got this error when we tried to multiply the weight by 0.45.  So that is line seven in our code.  Now the reason this is happening is because the weight variable is storing a string object.  Because earlier I told you, the input function always returns a string.  So here we need to convert the weight to a number.",2359.52,2383.0
lecture1,155," We can either use the end or the float function.  Let's run the program one more time.  So 170 in pounds.  Here's a second error.  Can only concatenate string, not float to string.",2383.0,2399.4
lecture1,156," And that error occurred over here.  And we tried to print the weight in kilograms.  So look at line seven.  In this case, weight is an integer.  We are multiplying an integer by float and the result of this operation is going to be",2399.4,2415.0
lecture1,157," a float.  Now on line eight, we are trying to concatenate or combine a string with a float.  And Python doesn't know how to execute this code.  To solve this problem, we need to convert this flow to a string.  So here we use the built-in stir function.",2415.0,2432.76
lecture1,158, Let's run the program and see what happens.  So 170 in pounds.  And here's my weight in kilograms.  Now let's try entering a weight in kilograms.  So running one more time.,2432.76,2446.0400000000004
lecture1,159," Let's say 76 kilos.  Here we get a familiar error.  Can only concatenate string to string, not float.  So this error occurred, a line five, where we tried to concatenate a string to float.  So once again, we need to convert this to a string object.",2446.0400000000004,2466.56
lecture1,160," Now let's run the program one more time.  76 kilos is equal to 168 pounds.  Hey guys, I just wanted to let you know that I have an online coding school at code  with marsh.com, where you can find plenty of courses on web and mobile development.  In fact, I have a comprehensive Python course that teaches you everything about Python",2466.56,2487.88
lecture1,161," from the basics to more advanced concepts.  So after you watch this tutorial, if you want to learn more, you may want to look at my  Python course.  It comes with a 30-day money back guarantee and a certificate of completion you can add  to your resume.",2487.88,2499.56
lecture1,162," In case you're interested, the link is below this video.  In this tutorial, we're going to talk about why loops in Python.  We use why loops to repeat a block of code multiple times.  For example, let's say you want to print the numbers one to five.  A poor way of doing this is writing code like this.",2499.56,2519.92
lecture1,163," Print one, then print two, print three, print four, and print five.  Now why is this a bad approach?  Well, what if we wanted to print the numbers one to one million?  We don't want to write one million lines of code each line printing a number.  This is where you use why loops.",2519.92,2537.0
lecture1,164," So we start off by declaring a variable like I and steady to our initial number.  Let's say one.  Then we type while and here we type a condition.  So once again, we can use our comparison operators.  Let's say I less than five, less than or equal to five.",2537.0,2554.32
lecture1,165," As long as this condition is true, then the code that we write inside of the wild block  will get executed.  So here we type a colon and press enter.  Now we have a block of code.  In this block, we can print I and then we need to increment I by one.",2554.32,2570.8
lecture1,166," So we said I to I plus one.  If we don't do this, I will always be one.  And this block of code will get executed indefinitely.  It will never terminate.  Basically our program will continue running until it runs out of memory.",2570.8,2585.6800000000003
lecture1,167," So in the first iteration, I is one is less than five.  So Python is going to execute this block of code.  It will print one on the terminal and then I becomes two.  Then the control moves back over here.  So Python evaluates this condition.",2585.6800000000003,2601.28
lecture1,168," Two is less than or equal to five.  So the condition is true.  And once again, Python is going to execute this block one more time.  In the second iteration, we're going to see two on the terminal and then I will become  three.",2601.28,2613.96
lecture1,169, So this will continue until this condition is no longer true.  Let me show you.  So let's run this program.  Now we see the numbers one to five.  So this is the beauty of wild loops.,2613.96,2625.88
lecture1,170," Now I can easily change five to one thousand.  And by the way, I'm separating these three digits using an underscore.  This makes my number more readable.  We don't have to add this, but it just makes our code more readable.  So let's run the program.",2625.88,2641.24
lecture1,171, Now we see the numbers one to one thousand.  It's much easier than one thousand lines of code each printing a number.  Okay.  Now let me show you something really cool.  So I'm going to change this to ten.,2641.24,2655.04
lecture1,172," Now instead of printing I, I want to print an expression.  So I'm going to multiply I by a string and asterisk.  Now you might be confused here because earlier I told you that in Python, we cannot concatenate  the number to a string.  But here I'm using the multiplication operator.",2655.04,2673.28
lecture1,173," Well, this is different.  We can multiply a number by a string.  And this will repeat that string based on the value of that number.  So if I is one, we're going to see one asterisk.  If I is five, we're going to see five asterisk.",2673.28,2687.84
lecture1,174," Let me show you.  So let me run this program.  We see this triangle shape because in the first iteration, I is one.  So we see one asterisk.  In every iteration, I is incremented by one.",2687.84,2701.2000000000003
lecture1,175," So we see one extra asterisk.  And finally in the last iteration, I is ten.  And we see ten asterisk on the terminal.  So you have learned about three types of data in Python.  We have numbers, which can be integers or floats.",2701.2000000000003,2721.8
lecture1,176," We have Booleans and Strings.  These are what we refer to as primitive or basic types in Python.  Now in Python, we have a bunch of complex types as well.  These complex types are very useful in building real applications.  In this tutorial, we're going to talk about lists.",2721.8,2739.04
lecture1,177," Whenever we want to represent a list of objects, like a list of numbers or a list of names.  Let me show you.  So I'm going to declare a variable called names and steady to a list of names.  So here we add square brackets to represent a list.  And now we can add one or more objects inside this list.",2739.76,2758.32
lecture1,178," In this list, we add a bunch of names like John, Bob, Marsh, Sam and Mary.  So we separate these elements with items using a comma.  OK.  Now, let's print our list, so print names.  Take a look.",2758.32,2776.44
lecture1,179," It comes out exactly like how we wrote it.  Now we can also get individual elements in this list.  For example, if you want to get the first element in this list,  here we type a pair of square brackets.  And inside the square brackets, we type an index.",2776.44,2792.2
lecture1,180," The index of the first element in this list is zero.  So now when we run this program, we're going to see John on the terminal.  There you go.  Now, in Python, we can also use a negative index.  This is a feature that I personally have not seen in other programming languages.",2792.2,2809.04
lecture1,181," So if zero represents the first element in this list,  what do you think negative one represents?  It represents the last element in this list.  Let's verify it.  So let's run the program.",2809.04,2822.48
lecture1,182," And here's Mary.  What about negative two?  Well, that represents the second element from the end of the list.  So let's run the program.  And here's the.",2822.48,2836.0
lecture1,183," That we can also change an object at a given index.  For example, let's take here we made a mistake.  And this John should not be spelled with an H.  So we need to reset it.  We type names of zero.",2836.0,2849.36
lecture1,184," Now we treat this like a regular variable.  So we set it to a new value.  We set it to John, within an H.  Now let's print our list.  And here's our updated list.",2849.36,2860.36
lecture1,185," Beautiful.  We can also select a range of values.  For example, let's say we're only interested in the first three names.  So over here, we type square brackets.  And here we need to type two indexes.",2860.36,2874.04
lecture1,186," A start index and an end index.  Our start index is zero because we want to start from here.  And our end index is going to be zero.  One, two plus one.  That's going to be three.",2874.04,2887.4
lecture1,187," So we added colon three.  So Python is going to return all the elements from the start index up to the end index,  but excluding the end index.  So it's going to return the elements at index zero, one and two.  Take a look.",2887.4,2904.84
lecture1,188," Here are the first three names.  And by the way, this expression does not modify our original list.  It returns a new list.  So right after this print statement, if we print our original list, you can see that  it's not changed.",2904.84,2923.0
lecture1,189," So this is how we use lists in Python.  Earlier I told you that strengths in Python are objects.  Machine programming are kind of like objects in the real world, like your mobile phone,  your bicycle, the remote controller, your TV, and so on.  They have certain capabilities.",2923.0,2944.48
lecture1,190," So if we type a string here and then press dot, we can see all the functions or methods  available in a string object in Python.  Now lists are also objects.  So they have a bunch of methods for adding items or removing them and so on.  Let me show you.",2944.48,2959.6
lecture1,191," So I'm going to declare a list of numbers.  Let's say one, two, three, four, and five.  Now to add a new element at the end of this list, we can use the append method.  So we type numbers, that append, and here we type six.  Now let's print our list.",2959.6,2979.4
lecture1,192," So here's our updated list.  Beautiful.  Now what if you want to insert a number somewhere in the middle or at the beginning?  For that, we use the insert method.  So we're going to call the insert method.",2979.4,2992.92
lecture1,193," Now on the top, go to the view menu and look at parameter info.  Look at the shortcut on a Mac computer, it's command and P on Windows.  It's probably control and P. If we use this shortcut, we can see the values that this method  expects.  So the first value that this method expects is an index value and the type of this value",2992.92,3015.72
lecture1,194," is an integer.  So if I want to insert a value at the beginning of this list, I should pass zero as the index  of the first element.  So let's pass zero.  Now the second value is highlighted.",3015.72,3029.08
lecture1,195," So the second value is an object and the type of this is T. That basically means this  can be any type.  We can pass a number, we can pass a Boolean, we can pass a string, we can pass a list  or any type of objects in Python.  So I'm going to pass negative one.",3029.08,3045.32
lecture1,196, Now let's run our program and you can see negative one appeared at the beginning of  our list.  We also have a method for removing items.  So let's call remove three.  Let's run the program.,3045.32,3059.76
lecture1,197," Three is gone.  We only have one, two, four and five.  Now if you want to remove all the items in the list, we call the clear method.  So clear.  This method doesn't expect any values.",3059.76,3071.8
lecture1,198," So let's run our program.  Our list is empty.  But sometimes you want to know if a given item exists in our list or not.  To do that, we use the in operator.  So let's remove this line.",3071.8,3084.2
lecture1,199," Instead of printing our numbers list, I'm going to print an expression.  One in numbers.  So here we're using the in operator.  We're checking to see if one is in the numbers list.  So this is a Boolean expression.",3084.2,3098.48
lecture1,200," It returns a Boolean value.  Take a look.  So we get true.  Obviously, if you search for a value that doesn't exist in this list, like 10, we get false.  Okay?",3098.48,3110.92
lecture1,201," Now finally, there are times you want to know how many items you have in a list.  To do that, you can use the built-in LAN function.  So let's print LAN of numbers.  So LAN is a built-in function just like the print function.  That is why it's highlighted as purple.",3110.92,3129.08
lecture1,202," It returns the number of elements in a list.  Take a look.  So we have five elements in this list.  When writing Python programs, there are times you want to iterate over a list and access  each item individually.",3129.08,3147.6000000000004
lecture1,203," Let me show you.  So I'm going to declare a list of numbers.  One, two, three, four, five.  Now if you print this list, it comes out exactly like how we wrote it using the square  bracket notation.",3147.6000000000004,3161.2000000000003
lecture1,204, But what if we wanted to print each item on a separate line?  That is where we use the for loop.  Let me show you.  So we're not going to print the entire list.  Instead we're going to type four.,3161.2,3172.4
lecture1,205," Now we declare a variable, which is called a loop variable.  Let's call it item.  Then we type in numbers.  Next we add a colon to start a block of code.  So this is what we call a for loop.",3172.4,3186.68
lecture1,206," With this for loop, we can iterate over all the items in this list.  And each iteration, this item variable, is going to hold one value.  So in the first iteration, item is going to be equal to one.  And the second iteration is going to be equal to two and so on.  So now if we print item and run our program, we see each item on a new line.",3186.68,3208.88
lecture1,207," So this is how we use a for loop.  Now we could also achieve the same thing using a while loop, but our code would be a little  bit longer.  Let me show you.  So we would have to start by declaring a loop variable outside of our while loop.",3208.88,3222.44
lecture1,208," Let's say I, we set it to zero.  Now we say while I is less than, here we need to find out how many items we have in this  list.  So we use the length function, length of numbers.  So as long as I is less than the length of the list, print, now we can use the square bracket",3222.44,3242.32
lecture1,209," notation to get the element at this index.  So numbers of I.  Now we need to increment I, I, 1.  So I equals I plus 1.  Let's run the program and see what we get.",3242.32,3259.7200000000003
lecture1,210," So we get the numbers 1 to 5.  These are coming out from our for loop.  And then we get the numbers 1 to 5, 1 more time.  These are coming out from our while loop.  If you compare these two approaches, we can definitely see that the implementation using",3259.7200000000003,3272.84
lecture1,211," the for loop is shorter and easier to understand.  We don't have to use the square bracket notation.  We don't have to call the length function.  We don't have to declare a variable, a loop variable, and then incremented explicitly.  So with the for loop in each iteration, the item variable will automatically hold one",3272.84,3290.96
lecture1,212," value in this list.  In this tutorial, we're going to talk about the range function in Python.  Use the range function to generate a sequence of numbers.  Let me show you.  So we type range.",3290.96,3309.1200000000003
lecture1,213," This is a built-in function, just like the print and input functions.  Here we can pass a value like 5.  And this will return a range object.  A range object is an object that can store a sequence of numbers.  Let me show you.",3309.1200000000003,3322.48
lecture1,214," So let's call that numbers.  So this is a range object.  In this object, we're going to have the numbers 0 to 5, but excluding 5.  Now if we print numbers, we're going to see this message range of 0 to 5, not the  actual numbers, because this is the default representation of a range object.",3322.48,3345.52
lecture1,215," To see the actual numbers, we need to iterate over this range object using a for loop.  In the last video, you learned how to iterate over a list using a for loop, but we can  also iterate over a range object using a for loop.  Basically, we can use the for loop with any object that represents a sequence of objects.  So instead of printing numbers, we're going to use a for loop for number in numbers,",3345.52,3370.68
lecture1,216," colon, we've got a print number.  Take a look.  Now we see the numbers 0 to 4.  So range of 5 generates a sequence of numbers starting from 0 up to the number we specify  here.",3370.68,3388.44
lecture1,217," Now if we supply two values, the first value is going to be considered the starting value,  and the second value is going to be considered the ending value, and it's going to be excluded.  So range of 5 to 10 is going to generate the numbers 5 to 9.  Take a look.  There you go.",3388.44,3407.08
lecture1,218," Now we can also supply a third value, and that will be used as a step.  So let's say instead of having a sequence of numbers like 5, 6, 7, 8, 9, we want to  jump two numbers at a time, so 5, 7, 9, and so on.  So here we pass two as the step.  Take a look.",3407.08,3425.36
lecture1,219," So we get these odd numbers, 5, 7, and 9.  So this is the range function in Python.  Like quite often, you see the range function used as part of a for loop, because we don't  really need to store the result in a separate variable.  We can call the range function right here, where we are using the numbers variable.",3425.36,3444.88
lecture1,220," So we can type range of 5, and this will return a range object holding the numbers 0 to  4.  Take a look.  There you go.  So we don't really need to store the result in a separate variable like numbers.",3444.88,3458.7200000000003
lecture1,221," There you go.  In this tutorial, we're going to talk about topples in Python.  Tops are kind of like lists.  Use them to store a sequence of objects, but topples are immutable, which means we cannot  change them once we create them.",3458.7200000000003,3479.44
lecture1,222," Let me show you.  So I'm going to start by defining a list of numbers, 1, 2, 3.  Now we use square brackets to define a list and parentheses to define a topple.  So now this number is variable is storing a topple.  If we try to re-assign, let's say the first element, we're going to get an error.",3479.44,3500.68
lecture1,223," The first object does not support item assignment.  So this is what I meant by topples are immutable.  They're unchangeable.  Also, if we type numbers dot, you don't see any methods like append, insert, remove,  and so on.",3500.68,3517.04
lecture1,224," We only have count and index.  Count returns the number of occurrences of an element.  For example, if we have, let's say, two, three is in this topple and call count of three,  this will return two.  The other method we have here is index, and this returns the index of the first occurrence",3517.04,3536.8
lecture1,225," of the given element.  Now, these other methods you see here that start with an underscore, they're called magic  methods.  It's an advanced topic and I've covered it in detail in my complete Python programming  course.",3536.8,3549.56
lecture1,226," If you're interested, the link is down below this video.  So topples are immutable.  We cannot change them once we create them.  Now, practically speaking, most of the time you would be using lists, but there are times  that once you create a list of objects, you want to make sure that somewhere in your",3549.56,3564.1600000000003
lecture1,227," program, you or someone else is not going to accidentally modify that list.  If that's the case, then you should use a topple.  Hey, guys, I just wanted to let you know that I have an online coding school at code  with marsh.com, where you can find plenty of courses on web and mobile development.  In fact, I have a comprehensive Python course that teaches you everything about Python",3564.1600000000003,3585.32
lecture1,228," from the basics to more advanced concepts.  So after you watch this tutorial, if you want to learn more, you may want to look at my  Python course.  It comes with a 30-day money back guarantee and a certificate of completion you can add  to your resume.",3585.32,3596.92
lecture1,229," And guess your interest set, the link is below this video.  Hey, Marsh.  Hey, Marsh.  Hey, Marsh.  Hey, Marsh.",3596.92,3603.16
